Clone,Ano,Bloco,N_Roots,FRY,ShY,DMC,StY,Plant.Height,HI,StC,Root.Le,Root.Di,Stem.D,Nstem.Plant
BGM-0776,2020,3,NA,NA,NA,NA,NA,0.873333333333333,NA,NA,NA,NA,1.452,2.33333333333333
BGM-0776,2020,4,2.667,1.633,20.167,21.336,0.27248238,1.3,7.49082568807339,16.686,19.6666666666667,25.24,1.80166666666667,2
BGM-0780,2018,1,1.2,6.3,7.2,34,1.84905,0.993333333333333,46.6666666666667,29.35,30,37.8033333333333,1.64666666666667,2
BGM-0780,2018,2,NA,NA,2.6,NA,NA,0.67,NA,NA,NA,NA,1.46,1.66666666666667
BGM-0780,2018,3,NA,NA,2.167,NA,NA,0.59,NA,NA,NA,NA,1.39966666666667,1
BGM-0780,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0781,2018,1,3.5,10.75,20.25,28,2.510125,1.31666666666667,34.6774193548387,23.35,26,40.04,2.96,1.33333333333333
BGM-0781,2018,2,2.944,6.667,11.417,38.5416666666667,2.25955741666667,1.11333333333333,36.8668436186684,33.8916666666667,22.3333333333333,40.3233333333333,2.23333333333333,1.33333333333333
BGM-0781,2018,3,2.8,5.2,10.3,37.6237623762376,1.71463564356436,1.08333333333333,33.5483870967742,32.9737623762376,23.6666666666667,47.59,1.52966666666667,1.66666666666667
BGM-0781,2018,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0781,2019,1,8.667,7.3,18,22.9357798165138,1.3348619266055,1.34,28.8537549407115,18.2857798165138,23,35.7733333333333,2.29233333333333,4
BGM-0781,2019,2,4.667,3.75,15.833,28,0.875625,1.46666666666667,19.1492621150998,23.35,25.3333333333333,36.04,2.052,2.66666666666667
BGM-0781,2019,3,7.333,3.8,9.6,23.7623762376238,0.726270297029703,1.25333333333333,28.3582089552239,19.1123762376238,23.3333333333333,23.6133333333333,1.913,5.66666666666667
BGM-0781,2019,4,8,8.75,23.125,32.6923076923077,2.45370192307692,1.67,27.4509803921569,28.0423076923077,22.6666666666667,36.0933333333333,2.29,4
BGM-0783,2017,1,2.83,0.347,6.94,NA,NA,0.86,4.76190476190476,NA,14.3333333333333,16.0166666666667,1.8,NA
BGM-0783,2017,2,4.75,3.819,9.375,NA,NA,1.00666666666667,28.9449749886312,NA,22.3333333333333,25.84,2.2,NA
BGM-0783,2017,3,6.5,3.009,13.09,NA,NA,1.22,18.6906019007392,NA,21.6666666666667,25.6666666666667,2.16666666666667,NA
BGM-0783,2017,4,3.333,1.273,6.944,NA,NA,1.18,15.4922721187781,NA,20.3333333333333,23.5266666666667,2.5,NA
BGM-0785,2020,1,7.333,8.867,32.833,28.818,2.14297656,1.13,21.2637889688249,24.168,24.3333333333333,28.56,2.54366666666667,2.66666666666667
BGM-0785,2020,2,4.333,3.667,20,21.924,0.63343758,0.91,15.4941479697469,17.274,23,19.3533333333333,1.96733333333333,2.66666666666667
BGM-0785,2020,3,7,8.8,35,29.82,2.21496,1.33333333333333,20.0913242009132,25.17,26.3333333333333,27.9233333333333,2.77933333333333,2.66666666666667
BGM-0785,2020,4,6,4.133,25.333,22.95,0.756339,0.846666666666667,14.0263354374533,18.3,21,25.78,2.40866666666667,2.33333333333333
BGM-0805,2017,1,4.17,3.51,10.17,NA,NA,0.93,25.6578947368421,NA,15,27.7966666666667,2.5,NA
BGM-0805,2017,2,5.143,3.075,NA,NA,NA,0.713333333333333,NA,NA,17.3333333333333,26.7533333333333,1.83333333333333,NA
BGM-0805,2017,3,3.17,2.23,8.4,NA,NA,0.73,20.9783631232361,NA,19.3333333333333,19.5966666666667,1.85,NA
BGM-0805,2017,4,NA,NA,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM-0806,2017,1,5.6,6.28,9.72,NA,NA,1.17,39.25,NA,22,29.0133333333333,2.43333333333333,NA
BGM-0806,2017,2,5.167,3.08,7.87,NA,NA,1.03666666666667,28.1278538812785,NA,15.6666666666667,31.5533333333333,1.83333333333333,NA
BGM-0806,2017,3,4.75,2.951,6.597,NA,NA,1.02333333333333,30.9069962295769,NA,14.6666666666667,30.2266666666667,2.6,NA
BGM-0806,2017,4,4.25,3.56,6.424,NA,NA,1.02,35.6570512820513,NA,17.6666666666667,21.0366666666667,2.2,NA
BGM-0807,2019,1,5.667,4.5,17,27.3584905660377,1.0218820754717,1.37333333333333,20.9302325581395,22.7084905660377,33,17.5,2.39066666666667,2.66666666666667
BGM-0807,2019,2,6.667,6.143,15.857,29,1.4958205,1.39333333333333,27.9227272727273,24.35,27,45.3866666666667,2.378,2
BGM-0807,2019,3,3.667,3.857,6.214,27.4509803921569,0.87943381372549,1.14666666666667,38.2980836063946,22.8009803921569,29,33.3233333333333,2.373,2
BGM-0807,2019,4,6,3.071,26,33.6633663366337,0.89100048019802,1.92666666666667,10.5637920952152,29.0133663366337,27.3333333333333,29.76,2.10233333333333,3
BGM-0808,2019,1,9,8.214,23.714,30.0970873786408,2.09022375728155,1.65666666666667,25.7266349285893,25.4470873786408,27.6666666666667,29.3133333333333,2.539,4.33333333333333
BGM-0808,2019,2,8.333,13.714,28.857,31.6831683168317,3.7073287029703,1.68,32.2144182659557,27.0331683168317,35.6666666666667,39.4966666666667,2.60566666666667,3.33333333333333
BGM-0808,2019,3,5.667,9.5,15.286,31.6831683168317,2.56815099009901,1.48,38.3280884370209,27.0331683168317,28.6666666666667,36.4033333333333,2.36233333333333,3.66666666666667
BGM-0808,2019,4,9.333,10.857,29.714,33,3.0779595,1.67333333333333,26.7604939488797,28.35,33.3333333333333,35.08,2.52366666666667,3
BGM-0808,2020,1,7,10.8,30,26.592,2.369736,1.645,26.4705882352941,21.942,29,27.55,2.62466666666667,3.33333333333333
BGM-0808,2020,2,6.333,5.633,34.833,25.68,1.1846199,1.17,13.920328176741,21.03,21,23.0766666666667,2.434,3.33333333333333
BGM-0808,2020,3,5,7.9,32,28.3,1.86835,1.23,19.7994987468672,23.65,29,28.3766666666667,1.72166666666667,3
BGM-0808,2020,4,3.667,6.567,36.333,23.904,1.26441018,1.02666666666667,15.3076923076923,19.254,24.6666666666667,24.9,2.195,2.33333333333333
BGM-0812,2020,1,3.667,4.967,33.333,24.75,0.998367,1.15333333333333,12.9686684073107,20.1,26,25.46,2.14566666666667,2.33333333333333
BGM-0812,2020,2,3.333,2.733,24.833,22.65,0.49194,0.91,9.91438728868897,18,20.3333333333333,22.89,2.00366666666667,3
BGM-0812,2020,3,2.667,4.967,25,23.082,0.91551744,0.873333333333333,16.5748990556279,18.432,20,20.7133333333333,1.94166666666667,2.66666666666667
BGM-0812,2020,4,3.333,8.733,37.5,26.028,1.86694074,1.04333333333333,18.8891051846084,21.378,26.6666666666667,30.5666666666667,2.37966666666667,1.66666666666667
BGM-0813,2017,1,6.167,5.87,19.77,NA,NA,1.21666666666667,22.8939157566303,NA,18.6666666666667,39.69,2.2,NA
BGM-0813,2017,2,6.167,3.588,15.046,NA,NA,1.19,19.255125040249,NA,25.3333333333333,31.7933333333333,2.43333333333333,NA
BGM-0813,2017,3,4.333,3.66,16.89,NA,NA,1.18666666666667,17.8102189781022,NA,18.6666666666667,29.2466666666667,2.36666666666667,NA
BGM-0813,2017,4,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,1.83333333333333,NA
BGM-0816,2019,1,11.667,5.286,24,31.8181818181818,1.43611009090909,1.81,18.0495800040975,27.1681818181818,31.6666666666667,30.35,2.577,2.66666666666667
BGM-0816,2019,2,3.667,2.786,12.286,32.3529411764706,0.771803941176471,1.46,18.4846072186837,27.7029411764706,25.3333333333333,29.1833333333333,1.85566666666667,2
BGM-0816,2019,3,4,8.714,13.714,33,2.470419,1.5,38.8532191902978,28.35,23,31.6733333333333,1.911,2.66666666666667
BGM-0816,2019,4,3,0.333,13.083,35.1351351351351,0.1015155,1.37666666666667,2.48211091234347,30.4851351351351,14.3333333333333,25.5966666666667,2.035,2.33333333333333
BGM-0820,2020,1,1.667,0.4,5,16.7142857142857,0.0482571428571429,0.913333333333333,7.40740740740741,12.0642857142857,18,11.8533333333333,2.01733333333333,1.66666666666667
BGM-0820,2020,2,3,1.3,15,21.675,0.221325,0.83,7.97546012269939,17.025,23,18.1,2.00766666666667,1.66666666666667
BGM-0820,2020,3,1.333,0.933,7.333,16.5771428571429,0.111280242857143,0.88,11.287200580692,11.9271428571429,23,17.4366666666667,1.60766666666667,1.33333333333333
BGM-0820,2020,4,NA,NA,NA,17.4,NA,0.683333333333333,NA,12.75,NA,NA,1.23433333333333,2.33333333333333
BGM-0822,2019,1,3.333,4.714,21.143,30.188679245283,1.20389333962264,1.94666666666667,18.231039950497,25.538679245283,33.6666666666667,34.7933333333333,2.57233333333333,2.66666666666667
BGM-0822,2019,2,5,3.5,15.286,28,0.81725,1.29333333333333,18.6308953475993,23.35,35,32.31,2.477,2
BGM-0822,2019,3,3.333,2.857,13.071,20.7920792079208,0.461179202970297,0.983333333333333,17.9369663485686,16.1420792079208,23.6666666666667,34.1333333333333,1.99166666666667,2
BGM-0822,2019,4,5.333,3.286,18.429,23.7623762376238,0.628032683168317,1.73666666666667,15.1323969606263,19.1123762376238,29.3333333333333,36.3333333333333,2.248,3
BGM-0834,2017,1,5.2,6.11,12.61,NA,NA,1.27666666666667,32.6388888888889,NA,21.6666666666667,33.0866666666667,2.63333333333333,NA
BGM-0834,2017,2,3.4,4.08,8.5,NA,NA,1.00333333333333,32.4324324324324,NA,22.3333333333333,27.4533333333333,2.16666666666667,NA
BGM-0834,2017,3,3,4.16,9.94,NA,NA,1.11,29.5035460992908,NA,13,26.6033333333333,2.26666666666667,NA
BGM-0834,2017,4,6.333,5.093,12.963,NA,NA,1.24333333333333,28.2066902968542,NA,15.6666666666667,27.8233333333333,2.06666666666667,NA
BGM-0841,2017,1,4.167,7.53,16.22,NA,NA,1,31.7052631578947,NA,26.3333333333333,33.5266666666667,2.8,NA
BGM-0841,2017,2,5.167,5.17,12.269,NA,NA,0.986666666666667,29.6461953093641,NA,25.3333333333333,21.3,2,NA
BGM-0841,2017,3,5.8,4.22,9.22,NA,NA,0.97,31.3988095238095,NA,18.3333333333333,25.8833333333333,2.38333333333333,NA
BGM-0841,2017,4,7.5,3.472,11.111,NA,NA,0.96,23.8085441952959,NA,17.6666666666667,22.35,2.56666666666667,NA
BGM-0842,2020,1,3.333,7.833,24.333,31.6788461538462,2.11716951923077,1.38333333333333,24.3518000373065,27.0288461538462,21,33.38,2.499,1.33333333333333
BGM-0842,2020,2,4.667,6.3,22.667,26.04,1.34757,0.966666666666667,21.748886664135,21.39,21.3333333333333,27.6266666666667,2.37666666666667,1
BGM-0842,2020,3,4.667,11.933,34.167,31.9211538461538,3.25426678846154,1.21333333333333,25.885032537961,27.2711538461538,26.6666666666667,33.7266666666667,2.541,2
BGM-0842,2020,4,3.667,12.333,30.167,33.768,3.59112294,1.07666666666667,29.0188235294118,29.118,27.3333333333333,29.5533333333333,2.36166666666667,1
BGM-0843,2017,1,2.333,2.315,6.829,NA,NA,0.933333333333333,25.3171478565179,NA,20.6666666666667,27.8733333333333,1.83333333333333,NA
BGM-0843,2017,2,3.333,1.852,4.282,NA,NA,0.92,30.1923703945223,NA,20,22.3833333333333,1.73333333333333,NA
BGM-0843,2017,3,4.167,1.157,3.241,NA,NA,1.04666666666667,26.3074124602092,NA,16,21.93,2.2,NA
BGM-0843,2017,4,NA,NA,4.694,NA,NA,0.83,NA,NA,NA,NA,1.63333333333333,NA
BGM-0843,2019,1,7,6.917,17.5,27.5229357798165,1.58212096788991,1.60666666666667,28.3286235000205,22.8729357798165,25.6666666666667,16.1066666666667,2.558,1.66666666666667
BGM-0843,2019,2,2.333,3.5,7.75,24.7524752475248,0.703586633663366,1.15,31.1111111111111,20.1024752475248,26,40.5333333333333,1.91866666666667,1
BGM-0843,2019,3,2.333,2.286,8.714,29.7029702970297,0.572710900990099,1.39666666666667,20.7818181818182,25.0529702970297,24,32.6433333333333,1.99733333333333,1.66666666666667
BGM-0843,2019,4,4.333,1.643,14.571,33.0097087378641,0.465950014563107,1.44,10.1332182064882,28.3597087378641,19,30.3366666666667,1.347,2
BGM-0847,2019,1,3.667,3.143,3.786,28.7128712871287,0.756296044554455,1.06333333333333,45.3600808197431,24.0628712871287,33.6666666666667,38.2033333333333,2.11033333333333,2
BGM-0847,2019,2,6,7.75,9.333,28,1.809625,1.34,45.3667388631973,23.35,28.6666666666667,41.9033333333333,2.24066666666667,2.33333333333333
BGM-0847,2019,3,3.667,1.667,4.417,26,0.3559045,0.896666666666667,27.3997370151216,21.35,23,32.0366666666667,1.66133333333333,1
BGM-0847,2019,4,6.333,5.833,28,NA,NA,1.94,17.2405639464428,NA,29.3333333333333,37.7166666666667,2.19966666666667,4
BGM-0850,2017,1,8,9.67,18.22,NA,NA,1.07,34.671925421298,NA,27,29.75,2.26666666666667,NA
BGM-0850,2017,2,6.167,5.7,16.04,NA,NA,0.98,26.2189512419503,NA,22.6666666666667,25.47,2.03333333333333,NA
BGM-0850,2017,3,6.4,8.472,22.222,NA,NA,1.18,27.6014856323711,NA,26.6666666666667,25.8333333333333,2.37,NA
BGM-0850,2017,4,5.4,5.53,14.167,NA,NA,0.88,28.0753414225517,NA,18.6666666666667,23.38,1.9,NA
BGM-0850,2018,1,2.667,3.5,5.833,33.3333333333333,1.00391666666667,0.926666666666667,37.5013393335476,28.6833333333333,24.5,29.655,1.37333333333333,1
BGM-0850,2018,2,2.143,11.857,11.786,39.2156862745098,4.09845342156863,1.32333333333333,50.1501501501501,34.5656862745098,28,50.4966666666667,2.38666666666667,1
BGM-0850,2018,3,2.286,2.786,5.857,28.75,0.671426,1.11,32.2341779474719,24.1,21.6666666666667,29.7266666666667,1.93166666666667,1.33333333333333
BGM-0850,2018,4,3.222,19.833,22,38.8888888888889,6.79059883333333,1.57666666666667,47.4099395214305,34.2388888888889,26,41.71,2.444,2.66666666666667
BGM-0850,2019,1,5.333,4.571,11.571,25.6880733944954,0.961650334862385,1.17,28.3174327840416,21.0380733944954,27.3333333333333,33.2433333333333,2.316,2.66666666666667
BGM-0850,2019,2,2,3.167,7.667,25.7425742574257,0.668001826732673,1.05,29.2320472586302,21.0925742574257,23.6666666666667,33.0133333333333,1.782,2.33333333333333
BGM-0850,2019,3,4.667,3.071,21,29.7029702970297,0.769376717821782,1.53333333333333,12.7580906484982,25.0529702970297,20.3333333333333,37.6733333333333,1.88533333333333,3.66666666666667
BGM-0850,2019,4,7,4.929,18.857,29,1.2002115,1.69666666666667,20.722273606323,24.35,26.6666666666667,36.6733333333333,2.15066666666667,3.66666666666667
BGM-0851,2017,1,6.333,7.3,16.37,NA,NA,1.21666666666667,30.8407266582172,NA,23.6666666666667,37.37,2.56666666666667,NA
BGM-0851,2017,2,6,6.019,10.185,NA,NA,1.01666666666667,37.1451493458405,NA,25,34.9266666666667,2.46666666666667,NA
BGM-0851,2017,3,5.833,5.63,9.954,NA,NA,NA,36.1267967145791,NA,17,27.2966666666667,NA,NA
BGM-0851,2017,4,4,5.08,12.548,NA,NA,NA,28.8177898797368,NA,21.3333333333333,36.1466666666667,NA,NA
BGM-0856,2020,1,6,9.633,28.5,30.4176470588235,2.48219744117647,1.48,25.2615844544096,25.7676470588235,23.6666666666667,31.0433333333333,2.42633333333333,3.66666666666667
BGM-0856,2020,2,2,3.1,15.833,24.1,0.60295,1.11,16.3735277029525,19.45,18,22.6033333333333,1.87733333333333,3
BGM-0856,2020,3,4.333,5,20.333,26.9941176470588,1.11720588235294,0.916666666666667,19.7371018039711,22.3441176470588,26.3333333333333,28.61,1.716,3
BGM-0856,2020,4,3,2.7,14.6,25.2288461538461,0.555628846153846,1.04333333333333,15.606936416185,20.5788461538462,23.3333333333333,23.97,1.72,2.33333333333333
BGM-0857,2020,1,5,14.067,50.667,33.1096153846154,4.00341409615385,1.81,21.7304662155899,28.4596153846154,30.3333333333333,34.82,2.79966666666667,2.66666666666667
BGM-0857,2020,2,6.667,8.533,38,26.694,1.88101452,1.32,18.3375239077644,22.044,29,29.0833333333333,2.004,2.33333333333333
BGM-0857,2020,3,2.333,6.567,34.667,27.6115384615385,1.50788423076923,0.98,15.9261774263957,22.9615384615385,26.6666666666667,27.6566666666667,1.98066666666667,1.66666666666667
BGM-0857,2020,4,2.333,8.1,36,21.966,1.402596,1.18,18.3673469387755,17.316,30.6666666666667,33.1033333333333,2.00833333333333,1.66666666666667
BGM-0858,2020,1,5.667,15.7,52.167,33.3647058823529,4.50820882352941,1.62333333333333,23.1334816626637,28.7147058823529,29,35.4066666666667,2.73,2.33333333333333
BGM-0858,2020,2,3.333,9.2,29,24.9235294117647,1.86516470588235,1.09333333333333,24.0837696335079,20.2735294117647,24.6666666666667,27.94,2.45033333333333,1.66666666666667
BGM-0858,2020,3,4.333,7.967,31.5,27.2019230769231,1.79671171153846,1.24,20.186484911445,22.5519230769231,22.3333333333333,29.6866666666667,2.43333333333333,2.33333333333333
BGM-0858,2020,4,4.333,9.8,33.667,31.83,2.66364,1.02333333333333,22.5458393723975,27.18,26.6666666666667,30.2866666666667,1.89066666666667,2.66666666666667
BGM-0859,2017,1,2.25,1.563,4.688,NA,NA,0.82,25.0039993601024,NA,19.6666666666667,24.69,1.43333333333333,NA
BGM-0859,2017,2,5,1.667,8.333,NA,NA,1.04,16.67,NA,18,21.6266666666667,2.16666666666667,NA
BGM-0859,2017,3,4.6,1.806,4.167,NA,NA,1.19333333333333,30.2360622802612,NA,18,17.9066666666667,2.13333333333333,NA
BGM-0859,2017,4,2.67,3.231,5.852,NA,NA,0.83,35.5719475944071,NA,15.5,17.27,1.76666666666667,NA
BGM-0859,2018,1,2.867,1.4,5.3,31.9587628865979,0.382322680412371,1.06,20.8955223880597,27.3087628865979,19,28.0866666666667,1.93,1.33333333333333
BGM-0859,2018,2,2.667,21.25,25,35,6.449375,1.37333333333333,45.945945945946,30.35,21.3333333333333,39.6466666666667,2.45666666666667,1
BGM-0859,2018,3,NA,NA,2.375,NA,NA,0.96,NA,NA,NA,NA,1.80866666666667,1
BGM-0859,2018,4,2.667,3.429,5.286,NA,NA,1.42333333333333,39.3459552495697,NA,26,32.7666666666667,2.19033333333333,1
BGM-0859,2019,1,9.333,8.583,9.667,28.0373831775701,2.00733909813084,1.78666666666667,47.0301369863014,23.3873831775701,33.6666666666667,17.2533333333333,2.53,2
BGM-0859,2019,2,8.667,5.857,8.571,31,1.5433195,1.65,40.5946770169116,26.35,24.3333333333333,32.7033333333333,2.18833333333333,2
BGM-0859,2019,3,2,3.833,3.083,21.1267605633803,0.631554232394366,1.14666666666667,55.4222093695778,16.4767605633803,21.6666666666667,21.1566666666667,1.435,1.33333333333333
BGM-0859,2019,4,7.333,3.3,13.8,29.5238095238095,0.820835714285714,1.79,19.2982456140351,24.8738095238095,25.6666666666667,36.7733333333333,2.369,1.5
BGM-0866,2019,1,5.333,2.667,8.083,25.6880733944954,0.561085417431193,1.29,24.8093023255814,21.0380733944954,23,14.6766666666667,2.06733333333333,2.33333333333333
BGM-0866,2019,2,NA,NA,4.125,NA,NA,1.06333333333333,NA,NA,NA,NA,1.70566666666667,1.66666666666667
BGM-0866,2019,3,2,NA,8.667,NA,NA,1.23,NA,NA,11,17.0566666666667,1.82733333333333,3.33333333333333
BGM-0866,2019,4,5.333,2.917,17.333,38.6138613861386,0.990725836633663,2.08333333333333,14.4049382716049,33.9638613861386,25,29.29,2.10633333333333,3
BGM-0867,2019,1,4.333,3.167,6.917,27.7227722772277,0.730714698019802,1.28,31.4061880206267,23.0727722772277,22.3333333333333,29.0433333333333,1.937,3.33333333333333
BGM-0867,2019,2,1.667,1,8.429,30.6930693069307,0.260430693069307,1.51333333333333,10.605578534309,26.0430693069307,29.6666666666667,27.4866666666667,2.055,1.66666666666667
BGM-0867,2019,3,2.667,1.643,11.071,31.0679611650485,0.434047101941748,1.20333333333333,12.9227623092654,26.4179611650485,16,35.4966666666667,2.29066666666667,3.33333333333333
BGM-0867,2019,4,3.667,3.357,24.143,34.9514563106796,1.01721988834951,1.71666666666667,12.2072727272727,30.3014563106796,21,48.7,1.981,2.66666666666667
BGM-0873,2017,1,4.167,2.199,12.037,NA,NA,1.12333333333333,15.4467547063782,NA,22.6666666666667,17.95,2.16666666666667,NA
BGM-0873,2017,2,4.2,2.222,12.778,NA,NA,1.19,14.8133333333333,NA,23,23.77,2.26666666666667,NA
BGM-0873,2017,3,7.83,4.64,15.866,NA,NA,1.26,22.6275236516142,NA,25,27.1466666666667,2.63,NA
BGM-0873,2017,4,5.83,3.58,9.019,NA,NA,1.14,28.4149535677435,NA,21.6666666666667,19.66,2.17,NA
BGM-0873,2018,1,4,9.5,20.5,39,3.26325,NA,31.6666666666667,34.35,22.6666666666667,25.7166666666667,NA,NA
BGM-0873,2018,2,NA,NA,4.667,NA,NA,0.846666666666667,NA,NA,NA,NA,1.55333333333333,1.66666666666667
BGM-0873,2018,3,NA,NA,3.9,NA,NA,0.926666666666667,NA,NA,NA,NA,1.59766666666667,2.33333333333333
BGM-0873,2018,4,1,2.25,6.5,42.5531914893617,0.852821808510638,NA,25.7142857142857,37.9031914893617,24,28.81,NA,NA
BGM-0875,2017,1,5.83,2.315,13.259,NA,NA,1.16333333333333,14.8645177860537,NA,22.6666666666667,30.2566666666667,2.4,NA
BGM-0875,2017,2,7.6,4,12.056,NA,NA,1.47,24.9128051818635,NA,19,29.26,2.66666666666667,NA
BGM-0875,2017,3,6,4.977,15.972,NA,NA,1.4,23.7576972647859,NA,22,23.2866666666667,2.56666666666667,NA
BGM-0875,2017,4,3.5,2.46,14.472,NA,NA,1.2,14.5287030474841,NA,15.3333333333333,21.1166666666667,2.06666666666667,NA
BGM-0875,2020,1,4.667,7.233,23.333,23.3352941176471,1.35150732352941,1.58333333333333,23.663547732775,18.6852941176471,26,29.1266666666667,2.48666666666667,1.33333333333333
BGM-0875,2020,2,3.667,3.767,19.667,24,0.7289145,1.15333333333333,16.0749338567893,19.35,21.3333333333333,24.6066666666667,1.79233333333333,3.66666666666667
BGM-0875,2020,3,4,2.333,25,18.45,0.321954,1.21,8.53546994475542,13.8,19.6666666666667,21.9233333333333,2.17133333333333,2.33333333333333
BGM-0875,2020,4,4.667,9.667,31,24.888,1.95640746,1.31666666666667,23.7711166301916,20.238,27.3333333333333,31.93,2.194,4
BGM-0876,2020,1,7.667,7.533,33.333,29.532,1.87436106,1.40333333333333,18.4334165320805,24.882,24.3333333333333,23.6166666666667,2.21866666666667,2.66666666666667
BGM-0876,2020,2,6,6.9,38,25.65,1.449,1.38333333333333,15.3674832962138,21,29.6666666666667,25.2833333333333,2.331,3.66666666666667
BGM-0876,2020,3,5.333,8.567,30.833,28.4882352941176,2.04222161764706,1.24666666666667,21.743654822335,23.8382352941176,27.3333333333333,30.0833333333333,2.20166666666667,2
BGM-0876,2020,4,1.667,2.4,18,21.618,0.407232,0.93,11.7647058823529,16.968,21,25.3266666666667,2.86033333333333,2.66666666666667
BGM-0879,2020,1,4.333,3.967,25.167,21.684,0.67573878,1.27666666666667,13.6163932175465,17.034,24.3333333333333,24.52,2.10366666666667,2.66666666666667
BGM-0879,2020,2,3.667,2.6,17.333,16.578,0.310128,1.06333333333333,13.0436963828827,11.928,24.3333333333333,19.4166666666667,2.04833333333333,2.33333333333333
BGM-0879,2020,3,2,2.833,17.5,18.18,0.3833049,1.12333333333333,13.9330152953327,13.53,21.6666666666667,22.9966666666667,2.308,1.66666666666667
BGM-0879,2020,4,4,2.4,27.833,NA,NA,1.10333333333333,7.93834551648861,NA,17.6666666666667,22.4,2.315,4
BGM-0886,2017,1,2,1.157,8.565,NA,NA,1.25333333333333,11.9008434478502,NA,17,25.6033333333333,2.2,NA
BGM-0886,2017,2,4.333,1.736,10.417,NA,NA,1.35333333333333,14.2845387970049,NA,20.3333333333333,21.41,2.57,NA
