Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
19/12/2018;14;10,6;0;34,2;28,6;24,6;57;58;2,9
20/12/2018;14,3;10,9;0;34,3;28,4;22,7;56;51;2,7
21/12/2018;14,7;4,3;0;33,4;27,9;23,6;59;53;2,9
22/12/2018;11,7;10,3;0;35,3;29;23,2;50;57;3,1
23/12/2018;15,5;8,7;0;34,4;29;24,3;59;40;2,4
24/12/2018;12,8;5,4;0;30,9;27;25,5;67;55;3,5
25/12/2018;9,2;7,6;0;33,4;28,9;23,9;64;65;3,3
26/12/2018;11,4;11,7;0;35,2;29,8;24,2;50;62;2,9
27/12/2018;15,6;11,8;0;35,8;30,3;24,1;52;44;2,2
28/12/2018;15,1;11,6;0;36;30,6;25,2;53;47;2,6
29/12/2018;15,6;11,2;0;35,9;30,6;25,6;57;49;3
30/12/2018;13,8;6,5;0;33,6;29,3;25,1;58;54;3
31/12/2018;12,9;11,5;0;33,4;29,3;24,1;56;55;2,1
01/01/2019;16,3;9,3;0;35,6;30,4;25,4;52;52;2,7
02/01/2019;18,2;10,7;0;35,5;30,3;25,5;52;47;2,9
03/01/2019;18,7;11,8;0;35,6;29,7;23,3;50;45;2,9
04/01/2019;16,6;11,3;0;35,8;28,7;24,5;63;43;3,3
05/01/2019;12,6;5,9;0;33,4;28,6;23,7;59;62;2,9
06/01/2019;12,6;null;0;null;null;28,9;null;53;3,3
07/01/2019;12,1;3,6;0;31,5;27,2;24,9;62;68;2,5
08/01/2019;12,5;4,7;0;32,3;27,6;23,7;58;59;3,3
09/01/2019;13,6;8,1;0;33,6;29;23,1;56;53;2,5
10/01/2019;13,9;1;0;33,4;28,5;24,9;59;49;2,5
11/01/2019;13,3;7,7;0;34,6;29,4;23,7;54;53;3,4
12/01/2019;14,9;11,5;0;35,4;29,7;24,1;54;49;2,5
13/01/2019;null;null;null;null;null;null;null;48;null
14/01/2019;16,5;2,3;0;33,4;28,2;24,1;66;68;3,8
15/01/2019;10;10,5;2,8;35,3;29,7;23,9;58;65;3
16/01/2019;14,2;5,1;0;34,2;28,7;23,5;54;55;2,9
17/01/2019;15;10,9;0;34,6;29,8;24,1;58;46;3,4
18/01/2019;13,3;10,1;0;35,3;30;24,9;52;55;3,3
19/01/2019;15,6;11,1;0;35,2;29,8;23,6;54;44;2,9
20/01/2019;null;null;null;null;null;null;null;50;null
21/01/2019;12,8;9,3;0;35,5;29,9;23,6;56;65;3,3
22/01/2019;15,2;11,2;0;36,5;30;23,9;47;51;3,8
23/01/2019;14,8;10,6;0;36,2;30,8;25,1;54;38;3,4
24/01/2019;16,2;11,5;0;35,5;30,3;25,3;52;48;2,9
25/01/2019;17,5;10,5;0;35;30,4;25,1;58;45;2,9
26/01/2019;16;10,5;0;35,8;30,4;24,7;49;55;2,9
27/01/2019;null;null;null;null;null;null;null;43;null
28/01/2019;15,8;6,2;0;35;28,5;24,5;63;63;3,4
29/01/2019;10;11,3;7;34,8;28,9;22,9;61;63;3,8
30/01/2019;13,8;11,9;0;35,8;29,7;23,3;52;58;3,4
31/01/2019;15,2;11,7;0;35,8;29,6;23,5;56;44;2,5
01/02/2019;15,3;10,2;0;35,4;30,1;24,1;50,3;39;3
02/02/2019;15,5;6,8;0;35,6;28,7;23,9;63,8;42;3,1
03/02/2019;10,2;5,6;7,2;34,6;29,5;24,5;54,3;46;2,2
04/02/2019;10,4;11,2;0;36,6;31,1;24,5;55,8;41;1,7
05/02/2019;11,6;5,8;0;36,8;30,3;24,4;57,8;44;2,5
06/02/2019;8,7;,4;,4;32,1;27,3;24,9;79;57;1,7
07/02/2019;4,8;3,2;1;32,5;28,3;25,1;72,5;63;1,9
08/02/2019;7,8;11,6;1,8;35,6;30,2;24;52;41;3,3
09/02/2019;18,5;10,9;0;35,4;31;25,1;52,5;43;3,3
10/02/2019;15,3;11,4;0;36,2;30,2;24,4;48;41;3,9
11/02/2019;18,1;9,7;0;36,4;30,6;24,8;46;36;3,5
12/02/2019;18,2;8,9;0;35,2;29,9;23,9;53,5;42;2,8
13/02/2019;14,2;9,2;0;35,9;31;25,7;52,8;43;2,1
14/02/2019;13;6,9;0;34;30,6;26,9;56,3;49;1,7
15/02/2019;11,5;9,9;0;36;29,7;26,3;62,8;47;3,6
16/02/2019;9,7;3,7;7,7;32,8;27,4;23,9;75;63;2
17/02/2019;6;7,8;0;34,2;28,4;24,5;67,8;49;2,5
18/02/2019;1,5;8;19,4;34,4;28,1;23,3;77,3;58;1,4
19/02/2019;1,5;10,6;0;33,8;29,9;25,7;63,8;49;1,9
20/02/2019;13,4;11,4;0;37;31;25,7;50;35;2,4
21/02/2019;13,8;11,8;0;35,2;30,5;26,1;59,5;43;2,5
22/02/2019;13,2;8,3;0;34,2;29,7;25,1;56,3;47;2
23/02/2019;10,4;6,5;0;34,9;30,6;26,7;55,8;48;2,7
24/02/2019;10,1;6,5;24,8;32,1;27,1;21,8;78;56;,8
25/02/2019;4,5;1,4;3,6;29,7;26,4;23,5;81;71;1,4
26/02/2019;3,6;9,1;0;33,4;27,6;23,3;70,8;63;1,7
27/02/2019;,6;4,3;2,5;31,3;27;23,1;73,3;62;1,3
28/02/2019;10,9;8,4;0;34;29,2;25,2;65;50;2,8
01/03/2019;9,2;10,1;0;34;29,7;25,7;61,8;51;2,2
02/03/2019;11;10,1;0;34,2;29,8;25,4;57,5;45;2,3
03/03/2019;12,8;10,9;0;34,4;29,7;24,7;58,5;44;2,8
04/03/2019;11,3;8,2;17,6;31,3;25,4;21,3;82;60;2,8
05/03/2019;3,5;9,9;10;32,6;27,4;22,7;67,8;56;3,6
06/03/2019;9,2;11,2;0;33,8;28,4;24;59,8;43;3,2
07/03/2019;12,4;8,1;0;33,6;28,7;24,1;60,8;49;3,2
08/03/2019;11,5;11,1;0;34,6;29,7;24,5;55;42;2,5
09/03/2019;11,5;11,1;0;34,8;29,4;24,4;54,8;34;2,8
10/03/2019;13,1;11,4;0;35,2;29,6;24,6;49;36;2,1
11/03/2019;13,3;11,5;0;35,4;29,9;24,3;49,3;38;2,2
12/03/2019;14,5;10,3;0;36,4;29,4;24,5;58;40;2,8
13/03/2019;8,9;10,3;,4;36,4;28,7;24,7;65;41;2,2
14/03/2019;9,8;7,1;1,2;35,4;28,1;24,8;70,3;49;1,9
15/03/2019;7,7;10,9;,3;34,8;28,3;25;69;48;1,9
16/03/2019;9,2;11;0;35,4;29,5;24,5;54;38;2,4
17/03/2019;10,8;11,1;0;35,4;29,5;24,7;60,8;44;2
18/03/2019;5,6;9,8;0;36,2;30,4;25;60,5;44;1,4
19/03/2019;14,8;10,4;0;36,6;30,7;25,5;59;52;2,5
20/03/2019;15,2;9,7;0;37,4;30,5;26,4;61,3;44;2,3
21/03/2019;10,8;,6;0;34;28,4;26,1;71,8;55;2,6
22/03/2019;6,2;5,6;0;34,5;29,2;25,1;65,8;51;2,2
23/03/2019;7,4;2;4,4;30,9;26,2;23,5;90;69;1
24/03/2019;2,5;2,2;26,4;30,7;26,2;21,9;78,8;60;,6
25/03/2019;14;2,7;0;30,1;26,5;23,3;81;77;1,9
26/03/2019;4;10,5;0;33;28,2;23,8;64,8;51;3,3
27/03/2019;7,9;6,2;1,8;32,3;26,7;24,7;78,3;58;2,3
28/03/2019;7,7;8,1;,4;32,9;28,3;24,3;65;54;3,1
29/03/2019;8,9;9,3;0;32,8;27,5;23,1;67;51;2,8
30/03/2019;9,5;10,2;1;32,8;26,9;24,1;71,8;57;3,2
31/03/2019;8,6;9,3;0;32,9;28,5;24,4;64,3;52;3
01/04/2019;8,7;5;0;31,7;27,9;24,7;68,3;58;2,8
02/04/2019;7,8;6,6;0;33,4;28,7;25;66;51;3,3
03/04/2019;8,9;10,7;0;34;29,1;24,9;65;57;2,2
04/04/2019;9;8,4;0;33,8;29,1;25,1;66,5;51;2,3
05/04/2019;7,5;5,4;,4;31,7;25,6;23,3;90,3;75;3
06/04/2019;3,1;10;26,4;32,2;27,8;23,1;67,3;57;2,7
07/04/2019;6,5;9,9;0;32,8;28,3;23,9;66,3;55;2,1
08/04/2019;4;7,7;0;32,8;28,5;24,3;67;55;2,5
09/04/2019;6,5;10,2;0;33,4;29;26;67,5;57;2,8
10/04/2019;8,5;8,5;0;34,2;29,2;25,4;65;53;2,2
11/04/2019;7,4;5,7;0;32,8;29;26,7;68,8;59;2,3
12/04/2019;9,2;10,6;0;34,4;29,8;25,1;56,5;49;2,8
13/04/2019;12;9,4;0;33,3;28,4;24,3;62,5;48;2,6
14/04/2019;11,4;8,5;0;33,4;28;23;64,5;47;2,2
15/04/2019;8,4;10,7;3,4;33,4;28,1;23,7;64,5;47;2,2
16/04/2019;10,6;10,6;0;33,6;28,3;23,9;64,8;51;2,8
17/04/2019;9,4;9,9;0;33,9;29;24,5;63;53;1,8
18/04/2019;8,3;9,1;1;34,8;29,3;24,2;65;50;2,4
19/04/2019;8,5;9;0;34,4;29,5;25,1;64,8;66;2,2
20/04/2019;9,5;9,7;0;33,8;28,7;24,8;59,5;46;2,9
21/04/2019;10,3;3,8;0;33;28,8;25;65,5;54;3,3
22/04/2019;9,6;10,7;0;34,8;29,3;24,3;56,5;42;2,8
23/04/2019;11,6;7,5;0;33,6;28,2;24,9;62,8;44;3,6
24/04/2019;12,5;10,6;0;34,2;29;24,3;53,3;40;3,8
25/04/2019;13,2;9,7;0;33,9;27,9;23,2;56,5;41;3,4
26/04/2019;13,2;9,9;0;34,2;28,5;23,7;55,3;39;3,2
27/04/2019;12,7;8,9;0;33,9;28,7;24,1;54;43;2,8
28/04/2019;12,1;9,6;0;33,4;28,7;23,9;56,5;40;2,2
29/04/2019;10,6;10,7;0;35,8;29,9;24;54,8;43;2,2
30/04/2019;11,9;8,8;0;36,2;30,9;26,1;52;40;2,8
01/05/2019;13,9;5,8;0;33;28,2;25,9;70,8;51;2,8
02/05/2019;6,8;8,3;4,2;33,3;28,9;24,7;63;54;2,9
03/05/2019;10;9,9;,8;34,8;29,2;24,3;53,8;46;2,9
04/05/2019;14,2;10,6;0;34;28,4;23,4;55,8;45;2,9
05/05/2019;12,8;10,7;0;34,6;28,3;22,3;51,3;34;3,2
06/05/2019;15,6;10,9;0;34,2;28,2;22,1;54;39;2,9
07/05/2019;14,1;11;0;34;28,1;22,9;57,5;40;1,7
08/05/2019;12,6;3,9;0;33,3;28,7;24,6;61;51;2,5
09/05/2019;12,1;5;0;33,4;29,1;25,1;50,8;44;3
10/05/2019;12,6;10;0;34,4;28,1;23,5;60,8;40;3,3
11/05/2019;11,6;7;0;33,9;27,9;25;64,8;42;3
12/05/2019;10,3;8,6;0;34;28,1;22,5;59;45;3
13/05/2019;9,9;9,4;0;34,4;28;24;67;49;2,8
14/05/2019;8,5;10,2;,8;34,4;29,2;24,1;57,8;45;3,3
15/05/2019;10,9;9,1;0;32,8;28,5;24,1;59,5;52;2,8
16/05/2019;9;8,6;0;34;29,1;25,2;57,8;48;2,8
17/05/2019;9,5;3,9;15,8;31,7;27;23;67,8;53;2,5
18/05/2019;7,6;8,9;0;33,6;28,5;24,1;61,3;50;2,6
19/05/2019;9,3;7,9;0;33,6;28,7;24,5;54,5;37;2,2
20/05/2019;10,6;9,2;0;33,4;28,8;25,1;56,8;48;2,8
21/05/2019;10;8;0;34;29,2;23,7;54,3;42;2,6
22/05/2019;11,4;5,5;0;32,8;27,2;23,7;68,8;51;3,3
23/05/2019;7,3;10,4;0;33,8;28,2;24;53,3;36;3,1
24/05/2019;12,1;10,8;0;34;28,7;23,4;51,8;40;3,2
25/05/2019;12,4;10,9;0;35;28,9;23,1;48,3;36;3,2
26/05/2019;14;10,8;0;34,8;28,7;22,9;47,3;33;3,9
27/05/2019;14,7;10,8;0;33,6;28,3;23,7;51;37;2,9
28/05/2019;12,8;9,5;0;32,3;27,6;23,6;58;46;4,2
29/05/2019;11;9,7;0;33,5;28,2;23,9;55;40;2,2
30/05/2019;11,5;7,9;0;33;28,2;23,7;55,5;43;3,3
31/05/2019;10,1;10,7;0;33,4;28,1;23,1;53;38;1,9
01/06/2019;11,3;10,8;0;33,4;27,9;22,5;51,8;36;2
02/06/2019;10,9;8,8;0;33,4;28,5;24,9;58,3;48;3,2
03/06/2019;10,3;10,1;0;33,8;28;23,4;46,3;30;2,9
04/06/2019;12,7;9,7;0;33,6;27,9;22,2;53;42;2,6
05/06/2019;11,6;10,9;0;33,4;27,7;22,5;43,8;28;2,2
06/06/2019;13,9;6;0;29,7;24,8;22,7;73;44;4,2
07/06/2019;6,6;,6;0;26,7;23,3;21,9;78,3;64;2,9
08/06/2019;11,1;6,4;4,4;30,2;25,5;21,1;63,8;47;2,4
09/06/2019;7,5;10,4;0;31,3;25;21;70;48;3
10/06/2019;8,8;5;0;28,9;23,9;21,8;80,3;68;3,4
11/06/2019;4,6;4,4;2,1;29,6;24,7;20,9;71,5;57;2,8
12/06/2019;7,2;8,3;0;30,5;25,4;22,5;66;46;3,6
13/06/2019;9,6;4,5;0;29,9;24,7;22,1;72;57;3,1
14/06/2019;6,4;10,5;0;30,9;25,8;21,5;56,8;34;3,9
15/06/2019;11,7;10,3;0;31,2;26,1;22,1;54;39;4,2
16/06/2019;12;10,6;0;31,3;25,9;21,1;52,3;34;3,1
17/06/2019;11,8;5,5;0;31,1;26,6;22,1;59;49;2,9
18/06/2019;9,7;3,4;,5;29,7;24,3;22,2;76,3;52;4,4
19/06/2019;7,5;10,4;0;30,4;25,1;20,9;65;46;3,3
20/06/2019;9,2;9;0;30,5;24,8;21,7;71,5;49;3
21/06/2019;7,9;10,6;0;31,3;25,7;21;57;41;3,3
22/06/2019;11,6;9,9;0;30,8;25,1;20,7;62;48;2,8
23/06/2019;10,7;5,9;0;30,1;25;21,1;70;64;3
24/06/2019;6;9,2;1,2;31,5;25,5;21,7;64;43;3,6
25/06/2019;9,9;9,2;0;30,9;25,5;20,6;59,3;45;2,7
26/06/2019;10,6;10,6;0;30,7;25,2;20,1;61,3;45;3,1
27/06/2019;11,5;5,1;0;29,9;24,8;20,7;68,5;54;2,8
28/06/2019;8,8;9,5;0;31,1;25,9;21,3;56,5;44;3
29/06/2019;12,2;4,5;0;30,7;25,4;21,1;58;46;3,5
30/06/2019;11,4;4,3;0;29,2;25,2;21,4;64,8;56;3,2
01/07/2019;8,2;10,1;0;31,9;25,7;19,9;64;68;3,3
02/07/2019;11,6;7,8;0;31,1;26,5;22;63;61;2,5
03/07/2019;10;10,5;0;31,9;26,7;20,9;59;59;2,9
04/07/2019;10,5;9,9;0;34,2;28,2;22,6;61;52;3
05/07/2019;11,1;10,7;0;34,6;28,5;23,4;60;55;2,9
06/07/2019;11,3;10,2;0;35,4;29,3;23,2;59;53;1,7
07/07/2019;11;8,9;0;34,6;28,1;23,7;null;55;3,5
08/07/2019;10,2;4,6;1,3;31,8;23,4;20,9;88;65;3,1
09/07/2019;4,9;2,4;,3;26,2;22,7;20,3;76;77;3,2
10/07/2019;6,3;2,9;0;26,3;23,3;20;71;68;3,2
11/07/2019;7,5;2;0;29,5;24,7;21,5;69;72;3,4
12/07/2019;8,3;5,6;0;29,6;24,9;20,7;66;61;2,9
13/07/2019;8,7;6,8;0;29,5;24,6;21,1;75;66;3,3
14/07/2019;7;9,8;0;30,9;25,7;21,2;66;66;2,5
15/07/2019;9,7;8,8;0;30,1;24,9;20,6;null;66;2,5
16/07/2019;9,2;10,9;0;31,5;25,4;20,8;50;57;3,3
17/07/2019;13,7;10,8;0;33,6;25,5;18,9;null;46;2,8
18/07/2019;14,3;6,6;0;29,1;23,2;19,6;null;46;4,4
19/07/2019;8,8;3,3;0;26,3;23,4;20,3;null;66;3,2
20/07/2019;9,3;3,8;0;27,9;24,5;20,2;null;65;4,5
21/07/2019;10,5;10;0;30,1;24,1;21;null;55;4,6
22/07/2019;11,7;7,4;0;28,7;24,2;21,2;70;65;3,8
23/07/2019;10,8;8,6;0;30,5;25,7;21,2;60;69;3,9
24/07/2019;10,9;7,1;0;32;26,3;21,8;60;56;3,8
25/07/2019;11,6;8,1;0;30,9;25;20,8;64;57;3,8
26/07/2019;11,4;10,4;0;30,3;24,8;19,9;60;62;3,5
27/07/2019;11,8;10,6;0;29,8;24,6;20,4;65;55;3
28/07/2019;10,4;8,8;0;30,1;24,3;20,9;74;64;3,4
29/07/2019;8,5;10,9;0;30,6;25;20,2;61;66;3,3
30/07/2019;11,6;4,2;0;29,5;24,4;21,4;73;59;4
31/07/2019;7,5;10,7;0;31,3;25,4;20,1;62;66;3
01/08/2019;11,3;10,9;0;31,3;25,1;20;57;43;3,3
02/08/2019;11,8;10,8;0;31,3;25,5;20,1;54,3;44;3,9
03/08/2019;12,1;10,9;0;32,3;25,6;20,5;50,5;37;3,3
04/08/2019;12,4;10,9;0;31,9;25,6;20,3;56,8;38;3
05/08/2019;12,6;9;0;31;24,1;21,5;68;42;4,4
06/08/2019;11;9,2;,5;29,5;24,4;20,1;63,5;66;4,7
07/08/2019;10,1;5,7;0;26,5;22,7;20,8;77,8;58;3,3
08/08/2019;4,2;7,4;3;28,8;24,2;19,5;58,8;47;3,7
09/08/2019;9,9;8;0;28,3;23,9;18,6;64;57;3,3
10/08/2019;9,8;5,1;0;29,8;24,8;21,5;67,8;53;3,6
11/08/2019;9;9,3;0;31,1;25,5;20,3;61,8;48;3,4
12/08/2019;10,7;7,9;0;30,5;24,5;21,6;72;58;4,2
13/08/2019;8;10,6;,4;31,1;26,1;20,9;58;40;3,2
14/08/2019;11,3;6,4;0;30,5;25,1;20,5;59,5;47;3,1
15/08/2019;12,4;7,4;0;30,3;25;21,7;57,5;43;3,9
16/08/2019;12,3;10;0;30,9;25,6;19,9;48,8;35;4,4
17/08/2019;15,1;10,2;0;30,9;25,6;19,9;54,3;46;3,9
18/08/2019;12,1;6,8;0;31,3;26,3;21,8;55,8;40;2,2
19/08/2019;10,5;10,6;0;32,8;26,9;22;53;41;3,3
20/08/2019;11,4;8,8;0;33,6;26,7;21,4;57;45;2,9
21/08/2019;12,6;10,6;0;33,4;26,5;20,9;53,3;35;2,8
22/08/2019;13,8;10,9;0;32,8;26;20,6;50,3;39;3,7
23/08/2019;15,1;10,7;0;31,7;25,8;20;51,3;39;3,5
24/08/2019;13,4;9,1;0;32,1;25,9;20;51,8;35;3,2
25/08/2019;13,5;10,4;0;32,2;26,2;21,4;54,5;39;3,9
26/08/2019;13,7;5;0;29,7;25;20,9;60,3;52;3,9
27/08/2019;11,2;6,2;0;30,8;25,1;21,1;60,5;48;3,6
28/08/2019;10,3;11,1;0;31,5;25,4;20,1;52,5;35;3,3
29/08/2019;13,5;9,8;0;31,1;24,6;20,6;63,8;43;3,6
30/08/2019;9,7;8,5;0;30,9;26;21,1;54;45;3,2
31/08/2019;12,1;10,9;0;32,2;26,2;20,6;53,3;44;3,2
01/09/2019;12,1;10;0;32,8;26,7;20,7;52;39;2
02/09/2019;12,3;9,5;0;34,5;28,1;22,2;51,5;42;2,8
03/09/2019;12,7;8,6;0;33,6;28,6;24;50;41;3,1
04/09/2019;13;9,7;0;33;27,2;21,8;53,5;42;3,3
05/09/2019;12;10,4;0;33,2;26,8;21,1;49,8;36;4
06/09/2019;14,6;7,7;0;31,5;26,5;22,6;53;41;4,3
07/09/2019;14,5;9,8;0;32,1;25,9;20,1;50,5;36;4,2
08/09/2019;15,8;9,6;0;34,2;27,1;22,9;58,3;35;4,4
09/09/2019;14,8;7,1;0;31,2;26,1;21,6;62,8;53;3,7
10/09/2019;9,8;8,7;0;32,3;25,9;22,1;64,5;43;4,1
11/09/2019;10;6,7;0;32,1;25,7;21,2;66;46;4,2
12/09/2019;10;9,2;0;34;27,7;22,7;52,8;42;3,9
13/09/2019;13,1;11;0;35,2;28,3;21,2;43,8;33;3,2
14/09/2019;14,5;7,7;0;33,8;27,4;22,1;49,8;38;3,4
15/09/2019;13,8;11,1;0;34,2;27,2;20,6;51,3;33;3,6
16/09/2019;13,8;6,8;1;30,1;25,7;21,3;57,5;51;3,9
17/09/2019;11,1;10,5;0;32,6;26,5;19,9;50;36;4,1
18/09/2019;13,6;5,1;0;32,8;27,5;22,6;54,8;45;2,8
19/09/2019;10,8;9;0;34,8;28,1;21,9;49;35;3,6
20/09/2019;14,7;11,1;0;35,4;28,2;21,2;45,3;32;3,5
21/09/2019;17;9,7;0;35,2;28,7;22,5;47,3;39;3,6
22/09/2019;17,5;11;0;33,8;27,7;21,5;47,3;35;3
23/09/2019;16,4;9,7;0;34,7;26,7;21,4;59,5;39;4,2
24/09/2019;14,8;11,1;0;34;27,8;22,7;46,3;30;4,2
25/09/2019;16,5;11,2;0;34;27,7;21,1;42,8;26;2,8
26/09/2019;18,5;8,3;0;33,6;27,8;23,3;56,5;40;2,5
27/09/2019;13,3;11;0;36,2;29,5;22,4;49;36;3,1
28/09/2019;15;11;0;38;30,7;24,7;50,5;33;3,5
29/09/2019;17,4;10,8;0;35,2;29,8;23,7;48,5;41;4,2
30/09/2019;16,2;10,5;0;35,6;30;23,6;47,3;40;3,5
01/10/2019;16,1;10,4;0;34,2;28,6;23,2;51,8;39;3,3
02/10/2019;15,5;10,8;0;33,4;28,3;23,3;55;51;3,9
03/10/2019;12,5;7,8;0;33,6;28;23,1;57,3;48;2,8
04/10/2019;13,2;10,7;0;34,8;29,3;24,1;49;36;3,1
05/10/2019;16,5;8;0;33,4;27,5;22,3;50;38;3,2
06/10/2019;17,7;8,1;0;33,5;27,6;21,4;47,5;35;2,9
07/10/2019;14,6;8,9;0;35;29,1;22,8;49,3;39;2,6
08/10/2019;15;7,7;0;34,7;29;24;44,8;36;3,9
09/10/2019;17;11,2;0;35,4;28,6;21,9;42;31;4,4
10/10/2019;18,3;8;0;34,4;27,5;22,1;54;38;4,4
11/10/2019;16,2;9,2;0;33,8;28;23,1;50,5;39;4,7
12/10/2019;15,1;6,9;0;34;28,4;23;50,5;37;3,9
13/10/2019;15;11,2;0;34,4;28,2;21,9;46,3;33;3,3
14/10/2019;18,3;9,8;0;35,3;28,6;21,3;48,5;37;3,5
15/10/2019;15,8;8,5;0;35,8;29,2;22,9;49;40;3,3
16/10/2019;15,1;7,2;0;33,2;28,3;22,9;50,5;42;4,4
17/10/2019;15,2;11,4;0;35;28,7;21,9;47,5;40;2,5
18/10/2019;17;11,5;0;34,6;29,3;22,7;46,5;36;2,5
19/10/2019;16,1;11;0;35,3;29,3;22,9;51,3;44;2,8
20/10/2019;13,5;11,5;0;37,9;31,7;24,8;46;34;2,2
21/10/2019;16,3;11,2;0;36,8;30,3;21,1;52,8;36;2,6
22/10/2019;13,3;8,6;0;36,8;30,5;27,6;60,3;47;2,4
23/10/2019;8,7;10,3;5,7;35,2;29,1;22,5;64,3;47;1,1
24/10/2019;10,5;11,2;0;34,8;29,4;24,4;52,8;37;2,4
25/10/2019;14,6;11,2;0;35,6;29,7;23,3;44,3;30;3,8
26/10/2019;17,2;10,3;0;35,8;29,8;22,8;47;37;3,8
27/10/2019;16,5;7,6;0;35;30,2;24,9;45,8;37;3,3
28/10/2019;16,4;11,4;0;36,4;29,7;24,2;44;32;4
29/10/2019;18,3;11,1;0;35,2;29,1;23,1;44,3;30;3,9
30/10/2019;19,8;11,6;0;35,2;29,1;22,3;46,3;32;3,3
31/10/2019;17,8;8;0;34,2;28,8;22,5;51,5;43;3,9
01/11/2019;14,5;7,7;0;35,2;29,6;23,4;45,8;41;2,4
02/11/2019;15,8;10,6;0;35;29,4;23,6;44,5;38;3
03/11/2019;18,5;10,5;0;34,7;28,6;22,6;53,3;38;2,5
04/11/2019;14,5;10,5;0;36,1;30,5;24,7;47,3;39;3
05/11/2019;15,8;11,5;0;37,1;31,1;25;42,5;34;3,1
06/11/2019;18;11,4;0;37,4;30,5;23,8;47,3;34;3,3
07/11/2019;17,2;11,4;0;36,6;30,7;24,5;43,8;37;4,1
08/11/2019;17,8;8,9;0;35,6;29,7;22,9;47,8;35;3,4
09/11/2019;17,7;9;0;36,6;30;23,9;44,8;37;3,9
10/11/2019;17,8;11,5;0;36,2;30,1;23,3;46;33;3,1
11/11/2019;18,5;7,6;0;35,6;29,6;23,6;50;36;3,2
12/11/2019;17;9,9;0;36,8;30,1;24,3;44;32;3,3
13/11/2019;19,5;9;0;35,8;29,7;23,3;43,8;34;2,7
14/11/2019;17,2;10,7;0;35,6;29,5;23,5;46,3;33;2,4
15/11/2019;16;11,5;0;37,6;30,9;23,9;45;30;2,2
16/11/2019;15;11,7;0;37,9;31,9;25,3;48,8;33;1,9
17/11/2019;15,6;10,3;0;36,4;31,9;26,7;48;39;2,4
18/11/2019;14,5;7,9;0;35,4;29,6;25;52,3;42;2,6
19/11/2019;13,7;8,7;0;35,8;29,3;23,7;45,5;32;2,3
20/11/2019;14,5;11,8;0;36,2;29,7;23,5;43,8;33;2,5
21/11/2019;18;11,1;0;35,3;29,6;23,1;44,8;36;3,3
22/11/2019;17,6;6;0;34,6;29;23,9;56;42;2,6
23/11/2019;13,6;11,8;0;36,2;29,9;24,3;55;41;2,5
24/11/2019;12,4;10,1;0;40,2;33,2;27,1;46,3;35;1,7
25/11/2019;13,6;4,8;,8;34,8;28,9;24,8;66;49;,8
26/11/2019;9,4;4;0;36,8;28,3;25,1;66,8;48;2,8
27/11/2019;10;6,7;0;33,4;27,7;24,7;65,5;49;3,3
28/11/2019;9,6;10,3;0;35;29,8;23,7;53,8;45;2,8
29/11/2019;15,4;11,7;0;37,2;31,4;24,9;46,3;38;2,7
30/11/2019;16,1;10,1;0;38,8;31,1;25,3;46,3;30;3
01/12/2019;18,8;11,8;0;38,3;31,2;25,3;37,8;25;2,9
02/12/2019;18,6;11,9;0;39,2;32,9;25,1;37;28;2,6
03/12/2019;17,8;11,2;0;39,6;34,2;28,4;38,8;32;2,7
04/12/2019;18,4;11,5;0;36,6;30,9;24,5;48,5;38;2,8
05/12/2019;18,5;11,3;0;36,2;30,1;23,8;43,8;30;2,5
06/12/2019;16,7;11,7;0;37,3;31,2;25,2;45,8;32;1,7
07/12/2019;14,6;11,2;0;38,6;32,6;25,9;39,3;28;2,6
08/12/2019;14,9;6,7;0;35,2;30,9;28;55,3;44;1,4
09/12/2019;10;9,5;6,8;34,8;29,3;23,9;50,8;40;2,6
10/12/2019;13,1;10,8;0;35,2;30;24,1;51,5;41;2,3
11/12/2019;15,6;9,1;0;34,4;29,7;24,5;52,8;40;2,8
12/12/2019;16,2;10,9;0;36,3;30,2;24,3;48,5;35;4
13/12/2019;19;11,9;0;36,4;30,2;23,8;42,5;32;3,6
14/12/2019;19,6;11,5;0;36;30;23,9;49;37;3,7
15/12/2019;17,8;10,6;0;34,9;29,4;24,1;53,5;45;4
16/12/2019;17;10,9;0;35,4;30,2;24,1;47,3;36;3
17/12/2019;18;8,6;0;35,2;29,8;24,8;53;43;2,6
18/12/2019;15,2;11,8;0;36,4;30,6;24,2;48,5;42;3,3
19/12/2019;17,6;10;0;36;30,3;24,4;47,3;38;3,2
20/12/2019;19,1;9;0;35,6;30,7;25,5;47,3;37;4,5
21/12/2019;20;11,7;0;35,8;30,2;24;47,3;41;3,9
22/12/2019;19,5;12;0;36,9;30,5;23,8;44,5;30;3,9
23/12/2019;20,4;12;0;37;30,7;24;47;38;3
24/12/2019;17,3;11,8;0;37;31,4;25;46;38;3,2
25/12/2019;18,6;11,8;0;36,6;31,2;25,1;47;39;3,1
